prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0053E4B1-0413-4D43-9BF8-4235CAE728E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70002477,SD LEBAH PEMBELAJAR,70002477,"Jln. Koto Atas, Kecamatan Mandiangin Koto Selayan, Kota Bukittinggi",PULAI ANAK AIR,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Inspirasi Pembelajar,AM0849,01/SK/YIP/VI/2018,25-06-2018,420/028/DPMPTSPPTK/IOLP/2020,15-06-2020,Lihat SK Operasional,2020-08-22 10,,640,1. -,2. Telkomsel Flash,PLN,,,lebahpembelajar@gmail.com,,-.289548700000,100.382000400000,9,76,50,5,Sehari Penuh/5 hari,,2022/2023-2,900,5,0,0,2,0,0,4,6,9,0,0,0,0,9,0,6,3,8,1,0,0,0,0,0,1,8,SD 2013,Tidak Ada,1,1,1,1,1,0,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0241779-2FF5-E011-A7AE-233030D72889,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307451,SD NEGERI 01 CAMPAGO IPUH,10307451,Jl. H. Miskin No. 1,CAMPAGO IPUH,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,17-05-1950,420/023/DPMPTSPPTK/IOLP/2021,01-01-1910,Lihat SK Operasional,2023-03-09 14,A,964,1. -,2. Lainnya (Serat Optik),PLN,,624932,sdn01campago.ipuh@yahoo.co.id,,-.291400000000,100.374800000000,7,91,72,6,Sehari Penuh/6 hari,,2022/2023-2,"2,200",0,0,0,0,6,0,0,1,1,0,2,4,7,0,0,4,3,0,0,1,1,0,2,3,1,6,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30331779-2FF5-E011-9604-A997C6ACDFFD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307946,SD NEGERI 02 CAMPAGO GUGUK BULEK,10307946,Jl. Mr.asaat,CAMPAGO GUGUK BULEK,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-07-1973,420/011/DPMPTSPPTK/IOLP/2021,29-03-2021,Silakan Upload SK (link file tidak valid) => [535666-346588--],2021-10-29 11,A,"1,065",1. 3 (Tri),2. Telkom Speedy,PLN,00,075232871,sdn02cgbmks@gmail.com,http,-.289395000000,100.384037000000,8,79,75,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,2,8,0,0,0,2,0,6,0,7,1,0,6,2,1,2,2,1,0,2,0,2,6,SD 2013,3 (Tri),1,1,1,1,1,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90411779-2FF5-E011-A55B-11A91109E6CA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307459,SD NEGERI 03 PULAI ANAK AIR,10307459,Jl. Basa Nan Kuniang Anak Air,PULAI ANAK AIR,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,590.3/100-Agr/5488-HP/86/87,20-04-1987,420/013/DPMPTSPPTK/IOLP/2021,30-03-2021,Lihat SK Operasional,2022-05-17 11,A,"1,447",1. -,2. Telkom Speedy,PLN,,,sdn03paa@gmail.com,,-.302300000000,100.378700000000,8,63,50,6,Pagi/6 hari,,2022/2023-2,"2,200",6,0,1,2,7,0,0,1,2,2,3,1,6,2,0,7,1,0,1,2,2,1,1,1,0,8,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80531779-2FF5-E011-A2C6-C3733607025D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307461,SD NEGERI 04 GAREGEH,10307461,Jl Soekarno Hatta Km 3,GAREGEH,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,01-01-1950,420/027/DPMPTSPPTK/IOLP/2020,26-05-2020,Lihat SK Operasional,2020-08-24 19,A,"4,465",1. -,2. Lainnya (Serat Optik),PLN,07526236099,07526236099,sd04garegeh@yahoo.com,,-.294800000000,100.392900000000,15,138,157,12,Pagi/6 hari,,2022/2023-2,"16,500",12,1,1,4,13,0,0,2,5,1,7,2,10,5,0,9,6,0,4,3,1,3,4,0,0,15,SD 2013,Tidak Ada,2,2,2,2,2,2,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0651779-2FF5-E011-A907-D7989065EF52,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307463,SD NEGERI 05 PERCOBAAN PUHUN PINTU KABUN,10307463,Jl.pintu Kabun Gang Sdp,PUHUN PINTU KABUN,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1950,420/020/DPMPTSPPTK/IOLP/2021,30-04-2021,Lihat SK Operasional,2022-05-29 21,A,"4,533",1. -,2. Lainnya (Wavelan),PLN,,0752624589,sdn05ppk@yahoo.co.id,http,-.293398000000,100.362393000000,11,102,103,9,Pagi/6 hari,,2022/2023-2,"3,500",10,1,1,2,10,0,0,1,2,2,5,2,7,4,1,10,0,1,0,6,2,0,0,2,3,8,SD 2013,Tidak Ada,1,1,2,2,2,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60751779-2FF5-E011-B8EB-3F45E5F7AC68,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307974,SD NEGERI 06 PULAI ANAK AIR,10307974,Jl. Saaduddin Jambek No.114,PULAI ANAK AIR,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1976,420/063/DPMPTSPPTK/IOLP/2020,22-12-2020,Lihat SK Operasional,2021-04-23 15,A,"2,175",1. -,2. Telkom Speedy,PLN,,0752628014,sdn06pulaianakair@gmail.com,,-.305778000000,100.387742000000,7,84,78,6,Pagi/6 hari,,2022/2023-2,"3,500",6,0,1,2,6,0,0,1,3,0,4,0,6,1,0,6,1,0,2,4,0,0,0,1,3,4,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60851779-2FF5-E011-9CF7-D9423CF138AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307468,SD NEGERI 07 KUBU GULAI BANCAH,10307468,Komplek Pemda I,KUBU GULAI BANCAH,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,01-09-1975,420/009/DPMPTSPPTK/IOLP/2021,25-03-2021,Lihat SK Operasional,2023-02-22 08,A,"2,329",1. -,2. Telkom Speedy,PLN,0,075232644,sekolahdasar917@gmail.com,,-.288863000000,100.370197000000,10,103,131,9,Pagi/6 hari,,2022/2023-2,"2,200",9,0,1,2,8,0,0,2,3,1,4,2,8,2,0,8,2,2,1,3,1,1,1,1,3,7,SD 2013,Tidak Ada,2,2,2,1,1,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0971779-2FF5-E011-B536-3B68F0CAB016,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307470,SD NEGERI 08 CAMPAGO IPUH,10307470,Jl. Bahder Djohan,CAMPAGO IPUH,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,01-01-1977,420/024/DPMPTSPPTK/IOLP/2020,15-05-2020,Silakan Upload SK (link file tidak valid) => [783921-96491-270949-13507924-367523700.PDF],2023-02-21 11,B,"2,094",1. Telkomsel Flash,2. Telkom Speedy,PLN,0,075231991,sdn08cibkt@gmail.com,http,-.294627000000,100.371542000000,8,79,48,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,2,7,0,0,1,1,0,5,2,8,0,0,7,1,0,0,2,3,0,1,2,3,5,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80A61779-2FF5-E011-9DFE-DB34EF5AC8C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307474,SD NEGERI 09 MANGGIS GANTING,10307474,Jl. Soekarno Hatta,MANGGIS GANTING,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/009/DPMPTSPPTK/IOLP/2022,01-01-1910,420/009/DPMPTSPPTK/IOLP/2022,01-01-1910,Lihat SK Operasional,2022-05-27 08,A,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,075232550,,,-.297125000000,100.382728000000,9,89,66,6,Pagi/6 hari,,2022/2023-2,"2,198",6,0,1,3,6,0,0,3,3,1,3,2,7,2,0,6,3,0,1,1,2,1,1,3,2,7,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00B51779-2FF5-E011-93C2-77D9577EB1CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307477,SD NEGERI 10 PUHUN PINTU KABUN,10307477,"Jl.tabek Tuhua, Panganak",PUHUN PINTU KABUN,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,45 SDInpres 3/77 Panganak,01-01-1910,,01-01-1910,Silakan Upload SK,,A,0,1. -,2. Telkom Speedy,PLN,,31959,sdn10puhunpintukabun@yahoo.com,http,-.295550000000,100.358092000000,7,74,66,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,2,4,0,0,3,4,1,2,0,3,4,0,6,1,1,1,4,0,0,0,1,2,5,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80C31779-2FF5-E011-8DFE-718F90A65683,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307481,SD NEGERI 11 CAMPAGO GUGUK BULEK,10307481,Jl. H. M. Hajrat,CAMPAGO GUGUK BULEK,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,A,"1,635",1. -,2. Lainnya (Serat Optik),PLN,,07526236246,sdn11cgbmks@gmail.com,http,-.284422000000,100.386289000000,8,75,70,6,Pagi/6 hari,,2022/2023-2,"2,200",6,0,1,0,7,0,0,1,2,1,4,1,8,0,0,8,0,1,0,3,2,0,2,0,0,8,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20D21779-2FF5-E011-B329-D9CD07F63244,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307483,SD NEGERI 12 PUHUN PINTU KABUN,10307483,Jl. Panorama Baru,PUHUN PINTU KABUN,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,339/PIMB/IV/2006,11-12-2006,420/022/DPMPTSPPTK/IOLP/2022,21-06-2022,Lihat SK Operasional,2022-11-07 13,B,"1,800",1. Telkom Speedy,2. Telkom Speedy,PLN,,075232355,sdn12puhunpintukabun@gmail.com,,-.288112000000,100.351510000000,8,49,58,6,Sehari Penuh/6 hari,,2022/2023-2,900,8,0,1,2,4,1,0,3,5,0,2,1,5,3,0,4,4,1,2,2,0,1,0,2,1,7,SD 2013,Telkom Speedy,1,1,1,1,1,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0E01779-2FF5-E011-9B5C-D54627A02ED9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307484,SD NEGERI 13 KUBU GULAI BANCAH,10307484,Jl. Kubu Ateh Belakang Bukit Ambacang,KUBU GULAI BANCAH,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"1,575",1. Lainnya,2. Telkom Speedy,PLN,0000000000,075223737,sdn13kgb@yahoo.co.id,http,-.285539000000,100.362667000000,7,68,38,6,Pagi/6 hari,,2022/2023-2,"2,200",1,0,0,0,7,0,0,0,4,1,0,2,6,1,0,5,2,0,2,1,1,1,0,2,1,6,SD 2013,Lainnya,1,1,1,1,1,1,,,
Sumatera Barat,Kota Bukittinggi,Mandiangin Koto Selayan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20EF1779-2FF5-E011-B35C-57CA66CDB77E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307486,SD NEGERI 14 TANJUNG ALAM,10307486,Tanjung Alam,PULAI ANAK AIR,KEC. MANDIANGIN KOTO SELAYAN,KOTA BUKITTINGGI,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,kesra.421.2/1349-1987,11-11-1987,420/014/DPMPTSPPTK,17-05-2022,Lihat SK Operasional,2022-06-24 08,B,"2,000",1. Lainnya,2. Telkom Speedy,PLN,,075232500,sdnempatbelas_tanjungalam@yahoo.co.id,,-.290633000000,100.408820000000,5,24,37,3,Pagi/6 hari,,2022/2023-2,"1,300",6,1,1,2,4,0,0,1,1,1,2,1,3,2,1,1,3,0,1,1,0,0,2,1,3,2,SD 2013,Lainnya,0,0,0,1,1,1,,,
